exp_id,feature_set,test_dates,n_train,n_test,r2_global,rmse_global,mae_global,mbe_global,r2_cubierto,rmse_cubierto,mae_cubierto,mbe_cubierto,r2_variable,rmse_variable,mae_variable,mbe_variable,r2_despejado,rmse_despejado,mae_despejado,mbe_despejado
it_015_cloud_416f6a8e15,meteo,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8209026638407513,128.26104892501996,69.16100984191688,-8.222449249853568,0.7555839898945567,113.95886735199116,70.26093594991272,-1.6053906907268458,0.6660215974171808,187.0110434572105,118.1781594766379,-16.51629442604218,0.98447177342715,37.32206037902606,19.04393409920001,-6.545662632791683
it_016_weather_labels_28ee1336e1,meteo,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7819841259731914,141.51233019199412,75.23151481029315,-9.287263010500858,0.7167171134851777,122.68556532635664,73.2361530914714,-1.837469283208292,0.5828843342317278,208.99520031305047,135.28115128413168,-28.81151972932156,0.9849896918794728,36.69437417049235,17.17724005527639,2.7871999810272725
it_017_spectral_e0a1160bbf,sim,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8048115328129091,133.89898992494335,72.0274006980205,-7.5810774430868575,0.7542030182941739,114.28035261602436,68.61743642913723,15.138111702890512,0.6195141626550646,199.60770887929,131.5029597000446,-31.961418326960096,0.9901499704878944,29.72510842163585,15.961805964879693,-5.919925705190989
it_018_sim_raw_5dd6047329,sim,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7846637901328197,140.63996721674192,73.56226887141015,-14.594938265484288,0.7551203950950196,114.06689159795944,64.7214946004246,1.7219012260530489,0.5642726612889317,213.6069931356244,142.1363261548721,-44.96481431210184,0.9922009965963492,26.44991230449384,13.82898585893375,-0.541901710404082
it_019_clearsky_e54c77fac3,clearsky,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7869391929707238,139.89494052173495,74.43916252850714,-6.537238422140874,0.7365408613494686,118.31503396749925,70.60731055836987,16.034813930737634,0.5833578643652358,208.87653583121323,137.97008521966745,-33.81528556151266,0.9879165391480192,32.92307195813723,14.740091807484117,-1.8312436356475903
it_020_clearsky_b2c2ac097b,clearsky,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7681908949096992,145.92021782619074,76.81212725757062,-11.146742777123585,0.7268509561247188,120.47117363246169,69.33171195433721,6.207888454419681,0.5370877894806902,220.16961356363345,147.0158969223987,-39.58200790369406,0.9900765572108934,29.83567492426552,14.088772895975982,-0.0661088820963798
it_021_clearsky_b24ae3bc66,clearsky,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7674001553735862,146.16888505068468,76.976979143544,-11.106850799821384,0.7266009688558159,120.52628891268937,69.4025497701975,6.271458844923466,0.5353505284656719,220.58236341801788,147.37776503587668,-39.49387939794503,0.9898235458581836,30.21363104191969,14.150622624557776,-0.0981318464426026
it_022_all_c5de630638,all,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7876615773567587,139.65758169662922,85.11720984073088,-17.082456294693763,0.5527951309595833,154.14752661939363,104.15714431020577,22.64558952702161,0.6830218033444442,182.1892537689149,124.75549361471616,-51.77385654243765,0.9826279207008218,39.47576755810138,26.438991597270707,-22.119101868665258
it_023_cloud_optimization_cd109a7e43,cloud,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8187770908837182,129.01992139727804,70.03727561288511,-13.740269779342912,0.7596166881306889,113.01483521065327,63.491432413613815,-4.739298160349103,0.6570641727739621,189.5023026365217,127.88659666015124,-38.72817469849054,0.9860100805072448,35.425198232958856,18.733797764890284,2.246663520810906
it_024_cloud_optimization_002fde9442,cloud,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8010139528388835,135.19528217092673,72.0298253987941,-7.161063237420573,0.7286973325505268,120.06331516000486,67.5765682601428,5.9442991588800735,0.6225128105301548,198.81958858909007,132.06036595884908,-31.515004810535125,0.9900910827130064,29.81383084884964,16.452541977390432,4.087515939393336
it_025_cloud_optimization_0cc18bd38f,cloud,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8308634579572036,124.64330261002706,69.01575139587908,-5.945377283337887,0.768550637079978,110.89482854421854,71.33183343844688,9.009137428779448,0.6846164429602533,181.7304012070833,116.32451814998753,-20.042762374540573,0.9856833121232396,35.836530745389474,19.390902599202825,-6.802506904252539
it_026_minimal_optimization_97909e7ce0,minimal,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7937265607500039,137.64862547250334,73.04644410062625,-13.112200317785645,0.7637669219519383,112.03498318154844,64.60584172017275,1.952046036308491,0.5856398456172477,208.3037339505751,138.15999312696007,-45.174162145927774,0.9899764301087696,29.985817467040373,16.373497454745944,3.885515156262354
it_027_minimal_optimization_6629413971,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7922583059004035,138.13764842681235,73.10249923098955,-12.62100683032904,0.7604157910445482,112.82683201087372,65.01510475274866,3.049207578684252,0.5840087315297255,208.7133214042645,137.70500254385095,-44.84543245102822,0.9893550949373306,30.90121656924005,16.587390396369088,3.933204381356854
it_028_minimal_optimization_42f63bfe78,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8032034341941602,134.4494351090823,71.72677256975943,-10.79419000179568,0.7713223803570352,110.22881291159725,64.32091714600284,3.36415318281414,0.6055488420718653,203.2378909630515,134.8976362935532,-39.93634210989335,0.991372462281914,27.819422791367643,15.961764269722288,4.189618921692166
it_029_minimal_optimization_1f7625b33c,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7933369961055408,137.77854463228243,72.83860772257962,-11.33593529074776,0.7534442588299821,114.45660474807715,65.71620581371077,4.356191517472299,0.5910794414641508,206.9319424842193,135.95494198268077,-41.99240775341123,0.98854404842282,32.05680726803169,16.84467537134732,3.62841036369566
it_030_minimal_optimization_43037a922c,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7922583059004035,138.13764842681235,73.10249923098955,-12.62100683032904,0.7604157910445482,112.82683201087372,65.01510475274866,3.049207578684252,0.5840087315297255,208.7133214042645,137.70500254385095,-44.84543245102822,0.9893550949373306,30.90121656924005,16.587390396369088,3.933204381356854
it_031_minimal_optimization_ef016be1b9,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8278586537520942,125.74560700168904,68.19539338347128,-1.1944817483049135,0.7640420843166768,111.96971545234602,66.0167311181059,17.915874698862364,0.6761192940753245,184.16224497553512,120.87652165314368,-22.135663597033457,0.9890425296088696,31.35160901391412,17.692927379164306,0.6363436532563463
it_032_minimal_optimization_e332413bee,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8284726127933439,125.52116466187354,67.9760531785971,-1.3808292791935923,0.7655930246220707,111.60112292617828,65.53011169789416,17.187776317199642,0.676496718939327,184.0549096659532,120.82015839386456,-22.096627489005485,0.9895693258523928,30.5886894732902,17.577889444032593,0.7663633342250753
it_033_minimal_optimization_6e75399ffd,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7764674435992628,143.2915618940068,80.38190680146808,-13.772107609082656,0.6266348526924772,140.84783850204562,80.41057701549246,5.079289143946272,0.6132503492861447,201.24403985085925,139.154667499228,-42.13024891559542,0.9859521867312092,35.49842170969594,21.58047588968376,-4.2653630555988125
it_034_minimal_optimization_2c187e2213,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.802459733138502,134.70324009265252,70.18160296921015,-21.47507948339074,0.825413944839954,96.31370174293409,55.3902807773512,-11.498043565446634,0.5775779242168904,210.3203835220788,137.59745444135405,-57.311419939553225,0.9897005595088996,30.39565439458785,17.557073688925172,4.384225054827632
it_035_minimal_optimization_10b3b1f62e,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.7967990607604976,136.61962207264185,70.94946672375367,-21.30209335277485,0.8260876431565466,96.12769291150045,55.72142310630144,-10.976965347106184,0.5619161521369009,214.18383103878824,140.15263510556224,-57.18892554305324,0.9901952918860693,29.65664483508788,16.974341959397307,4.259610831834877
it_036_dinamic_optimization_2f128c1e2a,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.817038777338556,129.63723247140564,69.5540330454029,-3.1189486137084423,0.760708260787503,112.75794493465636,65.52626819019541,16.24696916270759,0.6492343560721232,191.65342575525364,126.04385299626064,-28.11211530393832,0.9891637847379672,31.177658329712504,17.091977949752625,2.508300300105401
final_model_7fb2d79094,final,"2025-04-11,2025-04-20,2025-10-07",12028,5400,0.8330587231824571,123.83177254207288,67.81769259526202,-0.03360788437177083,0.7675644448945372,111.13083559449926,65.86271250869122,21.61990138341019,0.6869220596196162,181.06491116979706,120.14029141087923,-21.72255004453186,0.9903196748549612,29.467931652508344,17.450073866215625,0.0018250080063498646
